active,show_name,venue_name,location_detail,day,frequency,frequency_custom_text,start_time,booker,borough,instagram_url,show_type,import_batch,notes
true,Comedy in Harlem,Comedy in Harlem,,Saturday,weekly,,10:30 PM,Jamie Roberts,Manhattan,https://www.instagram.com/comedyinharlem/,club_house,nyc-comedy-shows-2026-08-20,Additional URL: https://instagram.com/comedianjamie?igshid=NTc4MTIwNjQ2YQ==
true,House Show,The Comedy Shop,,Saturday,weekly,,8:00 PM,Eddie,Manhattan,https://www.instagram.com/thecomedyshopvillage/,club_house,nyc-comedy-shows-2026-08-20,
true,House Show,The Comedy Shop,,Saturday,weekly,,10:00 PM,Eddie,Manhattan,https://www.instagram.com/thecomedyshopvillage/,club_house,nyc-comedy-shows-2026-08-20,
true,Best of Brooklyn,Tiny Cupboard,,Saturday,weekly,,7:00 PM,Matt and Amy,Brooklyn,https://www.instagram.com/thetinycupboard/,club_house,nyc-comedy-shows-2026-08-20,
true,Best of Brooklyn,Tiny Cupboard,,Saturday,weekly,,8:30 PM,Matt and Amy,Brooklyn,https://www.instagram.com/thetinycupboard/,club_house,nyc-comedy-shows-2026-08-20,
true,Best of Brooklyn,Tiny Cupboard,,Saturday,weekly,,10:15 PM,Matt and Amy,Brooklyn,https://www.instagram.com/thetinycupboard/,club_house,nyc-comedy-shows-2026-08-20,
true,Flop House Comedy,Flop House (Grand St),Grand St,Saturday,weekly,,8:00 PM,Nick and Austin,Brooklyn,https://www.instagram.com/flophousecomedyclub/,club_house,nyc-comedy-shows-2026-08-20,
false,The Pear Midtown,Grisly Pear,,Saturday,weekly,,8:00 PM,Jess,Manhattan,https://www.instagram.com/gpny_admin?igsh=ZmhxeTh2NTN5dW02,club_house,nyc-comedy-shows-2026-08-20,
false,The Pear Midtown,Grisly Pear,,Saturday,weekly,,10:00 PM,Jess,Manhattan,https://www.instagram.com/gpny_admin?igsh=ZmhxeTh2NTN5dW02,club_house,nyc-comedy-shows-2026-08-20,
true,House Show,St Marks Comedy Club,,Saturday,weekly,,4:30 PM,Johnny Doran,Manhattan,https://www.instagram.com/stmarkscomedyclub/?hl=en,club_house,nyc-comedy-shows-2026-08-20,
true,House Show,St Marks Comedy Club,,Saturday,weekly,,8:30 PM,Johnny Doran,Manhattan,https://www.instagram.com/stmarkscomedyclub/?hl=en,club_house,nyc-comedy-shows-2026-08-20,
true,House Show,St Marks Comedy Club,,Saturday,weekly,,10:30 PM,Johnny Doran,Manhattan,https://www.instagram.com/stmarkscomedyclub/?hl=en,club_house,nyc-comedy-shows-2026-08-20,
false,Harlem Nights,Harlem Knights,,Saturday,weekly,,7:00 PM,Rashard Bashir,Harlem,https://www.instagram.com/rbashir_comedy/,club_house,nyc-comedy-shows-2026-08-20,
true,The Pear,Grisly Pear,,Saturday,weekly,,6:00 PM,Jess,Manhattan,https://www.instagram.com/gpny_admin?igsh=ZmhxeTh2NTN5dW02,club_house,nyc-comedy-shows-2026-08-20,
true,The Pear,Grisly Pear,,Saturday,weekly,,8:00 PM,Jess,Manhattan,https://www.instagram.com/gpny_admin?igsh=ZmhxeTh2NTN5dW02,club_house,nyc-comedy-shows-2026-08-20,
true,The Pear,Grisly Pear,,Saturday,weekly,,10:00 PM,Jess,Manhattan,https://www.instagram.com/gpny_admin?igsh=ZmhxeTh2NTN5dW02,club_house,nyc-comedy-shows-2026-08-20,
true,The Pear,Grisly Pear,,Saturday,weekly,,11:59 PM,Jess,Manhattan,https://www.instagram.com/gpny_admin?igsh=ZmhxeTh2NTN5dW02,club_house,nyc-comedy-shows-2026-08-20,
false,Comedy Ish Brunch,Shrine,,Sunday,weekly,,6:00 PM,Ishmail Gaynor,Harlem,https://www.instagram.com/comedyishproductions/,independent,nyc-comedy-shows-2026-08-20,
false,Roofless Comedy,Gowanus Dredgers Canoe Club,,Sunday,weekly,,5:30 PM,Harkeness Grandger,Brooklyn,https://instagram.com/harknessgranger?utm_medium=copy_link,independent,nyc-comedy-shows-2026-08-20,
false,Brookyln Underground Comedy,Mika,,Sunday,pop_up,,6:00 PM,Laura Sodar and Rachel Lander,Brooklyn,https://instagram.com/brooklynundergroundcomedy?utm_medium=copy_link,pop_up,nyc-comedy-shows-2026-08-20,
false,Barely Making It Comedy,The Tiny Cupboard,,Sunday,1st_and_3rd,1st&3rd,5:30 PM,Adrian Davidson & Meghan O'Malley,Brooklyn,https://www.instagram.com/barelymakingitcomedy/,independent,nyc-comedy-shows-2026-08-20,
true,Sunday Sqool Comedy,Sour Mouse,,Sunday,weekly,,8:00 PM,Ashely Gavis,Manhattan,https://www.eventbrite.com/o/ashley-gavin-14410151874,independent,nyc-comedy-shows-2026-08-20,
true,Comedy Mob,New York Comedy Club,,Sunday,weekly,,5:30 PM,Kevin Hurley and George Vanarthos,Manhattan,https://www.instagram.com/comedymobnyc/,independent,nyc-comedy-shows-2026-08-20,
false,Brownish,New York Comedy Club,,Sunday,monthly,,8:00 PM,JC Mendoza,Manhattan,https://www.instagram.com/peachfuzzpapi/,independent,nyc-comedy-shows-2026-08-20,
false,Comedy Island Show,Cafe Balearica,,Sunday,weekly,,6:30 PM,Harshil Shukla,Brooklyn,https://www.instagram.com/shoeclaw/,independent,nyc-comedy-shows-2026-08-20,
true,Secret Sauce Sundays,Beauty Bar,,Sunday,weekly,,8:00 PM,Kofi Thomas,Manhattan,https://www.instagram.com/koficomic/,independent,nyc-comedy-shows-2026-08-20,
false,Elite Art,Old Man Hustle,,Sunday,weekly,,10:00 PM,Princess Gohan and André Myrie,Brooklyn,https://www.instagram.com/andre2999?igsh=bjBwd3Uya2tpN3Rt,independent,nyc-comedy-shows-2026-08-20,
false,Just Good Comedy,Halyards,,Sunday,weekly,,7:30 PM,Variety of producers,Brooklyn,https://www.instagram.com/justgoodcomedynyc?igsh=MWM2am5yZXozOTM2ag==,independent,nyc-comedy-shows-2026-08-20,
true,Vigbar Laughs,Vigbar,,Sunday,weekly,,7:00 PM,YuJean Chang,Brooklyn,https://www.instagram.com/vigbarlaughs?igsh=ZTY1dXZxZ2QxZ3B5,independent,nyc-comedy-shows-2026-08-20,
false,Laughs at Lux,Lux Lounge,,Sunday,weekly,,9:00 PM,Steve Francios,Manhattan,https://www.instagram.com/standupsteve__/,independent,nyc-comedy-shows-2026-08-20,
true,Post Moves Comedy,Bar Bayeux,,Sunday,weekly,,8:30 PM,"@maddietwiener, @lrndvs, @kenyoncomedy, @xaviermaurice_, @shaunanthoneyx",Brooklyn,https://www.instagram.com/postmovescomedy/,independent,nyc-comedy-shows-2026-08-20,
false,Mixed Signals Comedy,Flophouse,,Sunday,weekly,,8:00 PM,@damn_lissa,Brooklyn,https://www.instagram.com/mixedsignals_comedy/,independent,nyc-comedy-shows-2026-08-20,
true,The Sunday Show,Alligator Lounge,,Sunday,weekly,,7:00 PM,@andreibuna,Brooklyn,https://www.instagram.com/thesundayshoww/,independent,nyc-comedy-shows-2026-08-20,
true,Old Heads Comedy,St Marks,,Sunday,weekly,,9:30 PM,@guydavidknollcomedy,Manhattan,https://www.instagram.com/oldheadscomics/,independent,nyc-comedy-shows-2026-08-20,
true,House Show,The Comedy Shop,,Sunday,weekly,,8:00 PM,Eddie,Manhattan,https://www.instagram.com/thecomedyshopvillage/,club_house,nyc-comedy-shows-2026-08-20,
true,House Show,The Comedy Shop,,Sunday,weekly,,10:00 PM,Eddie,Manhattan,https://www.instagram.com/thecomedyshopvillage/,club_house,nyc-comedy-shows-2026-08-20,
true,The Pear Midtown,Grisly Pear,,Sunday,weekly,,7:30 PM,Jess,Manhattan,https://www.instagram.com/gpny_admin?igsh=ZmhxeTh2NTN5dW02,club_house,nyc-comedy-shows-2026-08-20,
true,The Pear Midtown,Grisly Pear,,Sunday,weekly,,9:30 PM,Jess,Manhattan,https://www.instagram.com/gpny_admin?igsh=ZmhxeTh2NTN5dW02,club_house,nyc-comedy-shows-2026-08-20,
true,Bushwicks Finest,Tiny Cupboard,,Sunday,weekly,,8:00 PM,Matt and Amy,Brooklyn,https://www.instagram.com/thetinycupboard/,club_house,nyc-comedy-shows-2026-08-20,
true,Bushwicks Finest,Tiny Cupboard,,Sunday,weekly,,9:30 PM,Matt and Amy,Brooklyn,https://www.instagram.com/thetinycupboard/,club_house,nyc-comedy-shows-2026-08-20,
true,The Pear,Grisly Pear,,Sunday,weekly,,6:00 PM,Jess,Manhattan,https://www.instagram.com/gpny_admin?igsh=ZmhxeTh2NTN5dW02,club_house,nyc-comedy-shows-2026-08-20,
true,The Pear,Grisly Pear,,Sunday,weekly,,8:00 PM,Jess,Manhattan,https://www.instagram.com/gpny_admin?igsh=ZmhxeTh2NTN5dW02,club_house,nyc-comedy-shows-2026-08-20,
true,The Pear,Grisly Pear,,Sunday,weekly,,10:00 PM,Jess,Manhattan,https://www.instagram.com/gpny_admin?igsh=ZmhxeTh2NTN5dW02,club_house,nyc-comedy-shows-2026-08-20,
true,The Pear,Grisly Pear,,Sunday,weekly,,11:59 PM,Jess,Manhattan,https://www.instagram.com/gpny_admin?igsh=ZmhxeTh2NTN5dW02,club_house,nyc-comedy-shows-2026-08-20,
false,Three Monkeys Show,Three Monkeys Bar,,Sunday,weekly,,8:30 PM,Sheba Mason,Manhattan,https://www.instagram.com/sheba_mason/,club_house,nyc-comedy-shows-2026-08-20,
true,House Show,St Marks Comedy Club,,Sunday,weekly,,5:30 PM,Alex Carabano,Manhattan,https://www.instagram.com/stmarkscomedyclub/?hl=en,club_house,nyc-comedy-shows-2026-08-20,
true,House Show,St Marks Comedy Club,,Sunday,weekly,,7:30 PM,Alex Carabano,Manhattan,https://www.instagram.com/stmarkscomedyclub/?hl=en,club_house,nyc-comedy-shows-2026-08-20,
true,Underground Overground,DM for location,,,pop_up,,8:00 PM,David Levin and Ethan Mansoor,Brooklyn / Manhattan,https://instagram.com/comedy.uo?utm_medium=copy_link,pop_up,nyc-comedy-shows-2026-08-20,DM for location/address
true,Mic'd Up Comedy,The Prodcuers Club,,,pop_up,,8:00 PM,Chanel Omari,Manhattan,https://www.instagram.com/chanelomari/,pop_up,nyc-comedy-shows-2026-08-20,
true,Petting Zoo Comedy,370 Metropolitan,,,pop_up,,8:00 PM,Ryan Seacrest,Brooklyn,https://www.instagram.com/_ryanseacrest/,pop_up,nyc-comedy-shows-2026-08-20,
true,Good God Comedy,Union Hall,,,pop_up,,7:30 PM,Caitlyn Cook,Brooklyn,https://www.instagram.com/thecaitlincook/,pop_up,nyc-comedy-shows-2026-08-20,
true,Prohitbition,DM for location,,,pop_up,,8:00 PM,Prohibition Comedy Crew,Brooklyn,https://www.instagram.com/prohibition_comedy/,pop_up,nyc-comedy-shows-2026-08-20,DM for location/address
false,Fools Circle Comedy,( DM location),DM location,,bi_weekly,,5:00 PM,Teklai,Brooklyn,https://instagram.com/teklai_?utm_medium=copy_link,independent,nyc-comedy-shows-2026-08-20,DM for location/address
true,Street Talk Comedy,DM for Address,,,pop_up,,7:00 PM,Maxx Manticof,Queens,https://instagram.com/streettalkcomedy?utm_medium=copy_link,pop_up,nyc-comedy-shows-2026-08-20,DM for location/address
true,NMFD Comedy,DM for location,,,pop_up,,various,@Salma.hindy,Manhattan,https://www.instagram.com/nmfdcomedy/,pop_up,nyc-comedy-shows-2026-08-20,DM for location/address; Time varies
true,Prohibiton Comdedy,The Factory,,,pop_up,,7:30 PM,Prohibition Crew,Manhattan,https://www.instagram.com/prohibition_comedy/,pop_up,nyc-comedy-shows-2026-08-20,
true,Kutti Gang,DM for Adress,,,pop_up,,Various,@pooreddy & @chopzubicomedy,Brooklyn / Manhattan,https://www.instagram.com/kuttigang/,pop_up,nyc-comedy-shows-2026-08-20,DM for location/address; Time varies
true,Last Laugh,The Grisly Pear,,,pop_up,,various,,Manhattan,https://www.instagram.com/lastlaughnewyork/,pop_up,nyc-comedy-shows-2026-08-20,Time varies
true,Comedy Is Gay,Various,,,pop_up,,Various,Brooke Finegold,Brooklyn / Manhattan,https://www.instagram.com/ilikerainbows/,pop_up,nyc-comedy-shows-2026-08-20,Time varies
false,Avant Gaurd Comedy,119 Hester Street,,,pop_up,,7:30 AM,@gabriel.simpatico @zack_didonato,Manhattan,https://www.instagram.com/avantgardecomedy/,pop_up,nyc-comedy-shows-2026-08-20,
